id,created_at,name,canonical,name_clean,sources,count,lobby_count,amount,amount_bc,example
979,2024-07-18 16:27:57.957029+00,LOGISTICK UNICORPS,47,LOGISTICK UNICORPS,"[""fd""]",1,0,61345,null,Logistick unicorps
980,2024-07-18 16:27:57.957029+00,LOGISTIK UNICROP,47,LOGISTIK UNICROP,"[""fd""]",1,0,50544.6,null,Logistik Unicrop
981,2024-07-18 16:27:57.957029+00,LOGSITIK UNICORP,47,LOGSITIK UNICORP,"[""fd""]",2,0,0,null,LOGSITIK UNICORP INC
982,2024-07-18 16:27:57.957029+00,LOSGISTIQUE UNICORP,47,LOSGISTIQUE UNICORP,"[""fd""]",2,0,0,null,losgistique unicorp
983,2024-07-18 16:27:57.957029+00,LOGISTIK,47,LOGISTIK,"[""fd""]",38,0,171431.66,null,Logistik
984,2024-07-18 16:27:57.957029+00,LOGSITIKS UNICORP,47,LOGSITIKS UNICORP,"[""fd""]",1,0,0,null,Logsitiks unicorp
986,2024-07-18 16:28:35.14516+00,LOGISTIKS,47,LOGISTIKS,"[""fd""]",10,0,0,null,Logistiks
985,2024-07-18 16:28:13.490321+00,INSTITUTE CANADA,49,INSTITUTE CANADA,"[""ab"",""bc"",""fd"",""on"",""qc""]",874,72,176139134.3,20300,SAS Institute (Canada) Inc.
2173,2024-07-22 14:06:30.927107+00,INSTITUTE,49,INSTITUTE,"[""fd""]",49,2,4139921.51,null,SAS Institute
2174,2024-07-22 14:06:30.927107+00,INSTITUTE INSTITUTE,49,INSTITUTE INSTITUTE,"[""fd""]",0,2,0,null,Sas Institute Inc / Sas Institute Inc
2175,2024-07-22 14:09:13.41808+00,INSTITUTE CA,49,INSTITUTE CA,"[""fd""]",7,0,0,null,SAS Institute (CA) Inc.
2176,2024-07-22 14:09:13.41808+00,INSTITUTECANADA,49,INSTITUTECANADA,"[""fd""]",21,0,4128860.71,null,SAS Institute(Canada)Inc.
1018,2024-07-18 16:36:28.520953+00,CANADA WORKDAY,50,CANADA WORKDAY,"[""bc"",""fd"",""qc""]",4,24,500005650,500000000,Canada Workday Ulc
1019,2024-07-18 16:36:28.520953+00,CANADA WORKDAY CANADA WORKDAY,50,CANADA WORKDAY CANADA WORKDAY,"[""fd""]",0,5,0,null,Canada Workday Ulc / Canada Workday Ulc
1020,2024-07-18 16:36:28.520953+00,WORKDAY,50,WORKDAY,"[""bc"",""fd""]",0,15,0,0,Workday Limited
1001,2024-07-18 16:29:44.41491+00,INTERNATIONAL AIRFINANCE,51,INTERNATIONAL AIRFINANCE,"[""fd""]",3,0,306000000,null,International Airfinance Corporation
1056,2024-07-18 16:40:42.176403+00,MACEWAN PETROLEUM,52,MACEWAN PETROLEUM,"[""fd""]",2,0,0,null,MacEwan Petroleum Inc.
1057,2024-07-18 16:40:42.176403+00,MACEWAN PERTROLEUM,52,MACEWAN PERTROLEUM,"[""fd""]",1,0,0,null,MacEwan Pertroleum Inc.
1058,2024-07-18 16:40:42.176403+00,MACEWN PETROLEUM,52,MACEWN PETROLEUM,"[""fd""]",2,0,0,null,MACEWN PETROLEUM
1059,2024-07-18 16:40:42.176403+00,MACEWEN PETROLEUM,52,MACEWEN PETROLEUM,"[""fd"",""on""]",600,1,260045578.7,null,MACEWEN PETROLEUM
1060,2024-07-18 16:40:42.176403+00,MACEQEN PETROLEUM,52,MACEQEN PETROLEUM,"[""fd""]",1,0,0,null,MacEqen Petroleum 
1061,2024-07-18 16:40:42.176403+00,MAC EWEN PETROLEUM,52,MAC EWEN PETROLEUM,"[""fd""]",1,0,10031.56,null,MAC EWEN PETROLEUM INC
1062,2024-07-18 16:40:42.176403+00,MCEWEN PETROLEUM,52,MCEWEN PETROLEUM,"[""fd""]",1,0,0,null,McEwen Petroleum 
1063,2024-07-18 16:40:42.176403+00,MACEWEN PETROLEM,52,MACEWEN PETROLEM,"[""fd""]",1,0,0,null,MacEwen Petrolem
1064,2024-07-18 16:40:42.176403+00,MACEWEN PATROLEUM,52,MACEWEN PATROLEUM,"[""fd""]",1,0,0,null,MacEwen Patroleum
1065,2024-07-18 16:40:42.176403+00,MACEWEN PETROL,52,MACEWEN PETROL,"[""fd""]",1,0,49760.59,null,Macewen Petrol
1066,2024-07-18 16:40:42.176403+00,MACEWEN PETROLIUM,52,MACEWEN PETROLIUM,"[""fd""]",7,0,101837.52,null,MACEWEN PETROLIUM
1067,2024-07-18 16:40:42.176403+00,MACEWAN,52,MACEWAN,"[""fd""]",14,0,1130,null,MACEWAN
1068,2024-07-18 16:40:42.176403+00,MACEWEN PETROLUIM,52,MACEWEN PETROLUIM,"[""fd""]",2,0,152337.03,null,MACEWEN PETROLUIM INC.
1069,2024-07-18 16:40:42.176403+00,MAC EWEN PETROLIUM,52,MAC EWEN PETROLIUM,"[""fd""]",1,0,0,null,Mac Ewen Petrolium Inc
1128,2024-07-18 16:48:19.025779+00,MACEWEN,52,MACEWEN,"[""fd""]",59,0,370857.3,null,MacEwen
1129,2024-07-18 16:48:19.025779+00,MACEWENQ,52,MACEWENQ,"[""fd""]",1,0,0,null,Macewenq
1130,2024-07-18 16:48:19.025779+00,MACEWEN FUEL,52,MACEWEN FUEL,"[""fd""]",1,0,0,null,macewen fuel
1131,2024-07-18 16:48:19.025779+00,MACEWEN FUELS,52,MACEWEN FUELS,"[""fd""]",1,0,0,null,MacEWEN FUELS
2265,2024-07-22 15:17:43.057906+00,MACEWEN PICTON,52,MACEWEN PICTON,"[""fd""]",1,0,0,null,MACEWEN PICTON
2266,2024-07-22 15:17:43.057906+00,MACEWEN PETROLUEM,52,MACEWEN PETROLUEM,"[""fd""]",2,0,0,null,MACEWEN PETROLUEM
2267,2024-07-22 15:17:43.057906+00,MACEWEN BELLEVILLE,52,MACEWEN BELLEVILLE,"[""fd""]",1,0,0,null,MacEwen Belleville
2268,2024-07-22 15:17:43.057906+00,MACEWEN KEMPTVILLE,52,MACEWEN KEMPTVILLE,"[""fd""]",19,0,0,null,MACEWEN KEMPTVILLE
2269,2024-07-22 15:17:43.057906+00,MCEWEN CLIMITE ENERGY,52,MCEWEN CLIMITE ENERGY,"[""fd""]",1,0,0,null,MCEWEN CLIMITE AND ENERGY
1003,2024-07-18 16:32:16.284209+00,IPSS,53,IPSS,"[""fd""]",995,0,188896349.9,null,IPSS INC.
1004,2024-07-18 16:32:16.284209+00,IPSS SUITE 101,53,IPSS SUITE 101,"[""fd""]",2,0,48073,null,IPSS SUITE 101
1005,2024-07-18 16:32:16.284209+00,IPSS IT SOLUTIONS,53,IPSS IT SOLUTIONS,"[""fd""]",1,0,10000,null,IPSS INC IT SOLUTIONS
1016,2024-07-18 16:34:41.707399+00,IPPSS,53,IPPSS,"[""fd""]",1,0,0,null,IPPSS INC
2165,2024-07-22 14:05:06.904634+00,IPSS CYBER SOLUTIONS,53,IPSS CYBER SOLUTIONS,"[""fd""]",4,0,0,null,IPSS Cyber Solutions
2166,2024-07-22 14:05:06.904634+00,IPSS AINS IN JOINT VENTURE,53,IPSS AINS IN JOINT VENTURE,"[""fd""]",4,0,0,null,"IPSS Inc., AINS Inc., in Joint Venture"
2167,2024-07-22 14:05:06.904634+00,IPSS SERVICENOW IN JOINT VENTURE,53,IPSS SERVICENOW IN JOINT VENTURE,"[""fd""]",1,0,0,null,"IPSS INC., SERVICENOW INC. IN JOINT VENTURE"
2168,2024-07-22 14:05:06.904634+00,IPSS DYNATRACE AS A JOINT VENTURE,53,IPSS DYNATRACE AS A JOINT VENTURE,"[""fd""]",1,0,null,null,iPSS Inc. and Dynatrace Inc. as a Joint Venture
2169,2024-07-22 14:05:06.904634+00,INDUSTRIAL PROCESS SUPPORT SERVICES IPSS,53,INDUSTRIAL PROCESS SUPPORT SERVICES IPSS,"[""fd""]",1,0,0,null,Industrial Process Support Services Inc. (IPSS)
2170,2024-07-22 14:05:06.904634+00,IPSS AINS DBA OPEXUS IN JOINT VENTURE,53,IPSS AINS DBA OPEXUS IN JOINT VENTURE,"[""fd""]",3,0,0,null,"IPSS INC., AINS LLC dba OPEXUS., in Joint Venture"
2171,2024-07-22 14:05:06.904634+00,IPSS LONG VIEW SYSTEMS IN JOINT VENTURE,53,IPSS LONG VIEW SYSTEMS IN JOINT VENTURE,"[""fd""]",1,0,0,null,"IPSS INC., LONG VIEW SYSTEMS CORPORATION, in Joint Venture"
2172,2024-07-22 14:05:06.904634+00,IPSS SERVICENOW CANADA IN JOINT VENTURE,53,IPSS SERVICENOW CANADA IN JOINT VENTURE,"[""fd""]",1,0,0,null,"IPSS INC.,  ServiceNow Canada Inc. in Joint Venture"
1106,2024-07-18 16:44:08.51337+00,ATLAS VAN LINES CANADA,55,ATLAS VAN LINES CANADA,"[""fd""]",7,0,301144570.2,null,ATLAS VAN LINES (CANADA) LTD
1107,2024-07-18 16:44:08.51337+00,ATLAS VAN LINES,55,ATLAS VAN LINES,"[""fd"",""on""]",10,2,121451.54,null,ATLAS VAN LINES INC.
1108,2024-07-18 16:44:08.51337+00,ATLAS VAN LINES CANADA LIGNE TRANSPORT ATLAS CANADA,55,ATLAS VAN LINES CANADA LIGNE TRANSPORT ATLAS CANADA,"[""fd""]",1,0,164583771.4,null,ATLAS VAN LINES (CANADA) LTD./LIGNE DE TRANSPORT ATLAS (CANADA) LTEE
1109,2024-07-18 16:44:08.51337+00,ATLAS CANADA,55,ATLAS CANADA,"[""fd""]",0,2,0,null,Atlas Canada
1039,2024-07-18 16:36:47.27386+00,AMERESCO CANADA,56,AMERESCO CANADA,"[""bc"",""fd"",""on""]",95,21,381549531.4,0,AMERESCO CANADA INC.
1040,2024-07-18 16:36:47.27386+00,AMERESCO,56,AMERESCO,"[""bc"",""on""]",0,4,0,0,Ameresco
1070,2024-07-18 16:40:47.141797+00,IRVING OIL,57,IRVING OIL,"[""fd"",""nb"",""nl"",""ns"",""pe""]",1192,88,54268064.77,null,IRVING OIL LIMITED
1071,2024-07-18 16:40:47.141797+00,IRVING OIL GP,57,IRVING OIL GP,"[""fd""]",1,0,0,null,Irving oil limited GP
1072,2024-07-18 16:40:47.141797+00,IRVING OIL ITD,57,IRVING OIL ITD,"[""fd""]",1,0,0,null,Irving Oil Itd. 
1073,2024-07-18 16:40:47.141797+00,IRVING OIL LTF,57,IRVING OIL LTF,"[""fd""]",1,0,459716.21,null,Irving Oil Ltf
1074,2024-07-18 16:40:47.141797+00,IRVING OIL COMM,57,IRVING OIL COMM,"[""fd""]",4,0,0,null,IRVING OIL COMM
1075,2024-07-18 16:40:47.141797+00,IRVIHNG OIL,57,IRVIHNG OIL,"[""fd""]",1,0,0,null,IRVIHNG OIL
1076,2024-07-18 16:40:47.141797+00,IRIVING OIL,57,IRIVING OIL,"[""fd""]",3,0,220542.04,null,Iriving Oil Limited
1077,2024-07-18 16:40:47.141797+00,ORVING OIL,57,ORVING OIL,"[""fd""]",1,0,0,null,Orving Oil Limited
1078,2024-07-18 16:40:47.141797+00,IRVING OIL CANADA,57,IRVING OIL CANADA,"[""fd""]",0,1,0,null,Irving Oil Canada Limited
1079,2024-07-18 16:40:47.141797+00,IRVING OIL COMPANY,57,IRVING OIL COMPANY,"[""fd""]",1,0,0,null,Irving Oil Company Limited
1080,2024-07-18 16:40:47.141797+00,IRVING OIL MARKETING,57,IRVING OIL MARKETING,"[""fd""]",39,0,1483608.62,null,IRVING OIL MARKETING LIMITED
1081,2024-07-18 16:40:47.141797+00,IRVIGN OIL,57,IRVIGN OIL,"[""fd""]",1,0,0,null,IRVIGN OIL
1082,2024-07-18 16:40:47.141797+00,IRVING OIL COMERCIAL,57,IRVING OIL COMERCIAL,"[""fd""]",1,0,0,null,IRVING OIL COMERCIAL
1083,2024-07-18 16:40:47.141797+00,IRVING OIL COMMERCIAL,57,IRVING OIL COMMERCIAL,"[""fd""]",136,0,1390369.19,null,IRVING OIL COMMERCIAL
1084,2024-07-18 16:40:47.141797+00,IRVING OIL COMERCIAL GP,57,IRVING OIL COMERCIAL GP,"[""fd""]",3,0,0,null,IRVING Oil Comercial G.P.
1085,2024-07-18 16:40:47.141797+00,IRVING OIL COMMERICAL CP,57,IRVING OIL COMMERICAL CP,"[""fd""]",1,0,355387.99,null,IRVING OIL COMMERICAL CP
1086,2024-07-18 16:40:47.141797+00,IRVING COMMECIAL OIL GP,57,IRVING COMMECIAL OIL GP,"[""fd""]",1,0,0,null,IRVING COMMECIAL OIL G.P.
1087,2024-07-18 16:40:47.141797+00,IRVING OIL CMMERCIAL GP,57,IRVING OIL CMMERCIAL GP,"[""fd""]",1,0,0,null,IRVING Oil Cmmercial G.P.
1088,2024-07-18 16:40:47.141797+00,IRVNG OIL COMM,57,IRVNG OIL COMM,"[""fd""]",1,0,0,null,IRVNG OIL COMM
1089,2024-07-18 16:40:47.141797+00,IRVING OIL AO DBA IRVING ENERGY,57,IRVING OIL AO DBA IRVING ENERGY,"[""fd""]",2,0,0,null,IRVING OIL LIMITED - A/O DBA IRVING ENERGY
1090,2024-07-18 16:40:47.141797+00,IRVING OIL COMEMRCIAL GP,57,IRVING OIL COMEMRCIAL GP,"[""fd""]",2,0,0,null,IRVING Oil ComemrciaL G.P.
1091,2024-07-18 16:40:47.141797+00,IRVING OIL COMMERCIAL GP,57,IRVING OIL COMMERCIAL GP,"[""fd""]",2171,0,540101394.6,null,IRVING OIL COMMERCIAL G.P.
1092,2024-07-18 16:40:47.141797+00,IRVING OIL COMMERICAL GP,57,IRVING OIL COMMERICAL GP,"[""fd""]",8,0,-4271696.84,null,IRVING OIL COMMERICAL G.P.
1093,2024-07-18 16:40:47.141797+00,IRVING OIL COMMERCIAL G P,57,IRVING OIL COMMERCIAL G P,"[""fd""]",13,0,148463.94,null,IRVING OIL COMMERCIAL G. P.
1094,2024-07-18 16:40:47.141797+00,IRVING OIL COMMERCIASL GP,57,IRVING OIL COMMERCIASL GP,"[""fd""]",1,0,0,null,IRVING Oil commerciasl G.P.
1095,2024-07-18 16:40:47.141797+00,IRVING OILD COMMERCIAL,57,IRVING OILD COMMERCIAL,"[""fd""]",1,0,16659.99,null,IRVING OILD COMMERCIAL
1096,2024-07-18 16:40:47.141797+00,IRVING ENGERY,57,IRVING ENGERY,"[""fd""]",15,0,679249.7,null,IRVING ENGERY
1097,2024-07-18 16:40:47.141797+00,IRVING ENERGY,57,IRVING ENERGY,"[""fd""]",301,0,1728091.52,null,IRVING ENERGY
1098,2024-07-18 16:40:47.141797+00,IRIVING OIL COMMERCIAL,57,IRIVING OIL COMMERCIAL,"[""fd""]",1,0,12427.85,null,IRIVING OIL COMMERCIAL
1099,2024-07-18 16:40:47.141797+00,PETROLES IRVING,57,PETROLES IRVING,"[""fd""]",3,0,445441.57,null,LES PÉTROLES IRVING INC.
1100,2024-07-18 16:40:47.141797+00,IRVING COMMERCIAL GP,57,IRVING COMMERCIAL GP,"[""fd""]",10,0,735123.56,null,Irving Commercial G.P.
2177,2024-07-22 14:11:15.636532+00,IRIVING ENERGY,57,IRIVING ENERGY,"[""fd""]",1,0,38290.89,null,IRIVING ENERGY
2178,2024-07-22 14:11:15.636532+00,IRVING ENERGY DIST MARKETING,57,IRVING ENERGY DIST MARKETING,"[""fd""]",21,0,863033.48,null,Irving Energy Dist & Marketing
2179,2024-07-22 14:11:15.636532+00,IRVING ENERGY DISTRIBUTION,57,IRVING ENERGY DISTRIBUTION,"[""fd""]",1,0,10248.04,null,IRVING ENERGY DISTRIBUTION AND
2180,2024-07-22 14:11:15.636532+00,IRVING ENERGY DISTRIBUTION MARKET,57,IRVING ENERGY DISTRIBUTION MARKET,"[""fd""]",78,0,135331.81,null,Irving Energy Distribution & Market
2181,2024-07-22 14:11:15.636532+00,IRVING ENERGY DISTRIBUTION MARKETING,57,IRVING ENERGY DISTRIBUTION MARKETING,"[""fd""]",34,0,1175428.25,null,IRVING ENERGY DISTRIBUTION AND MARKETING
2182,2024-07-22 14:11:50.384596+00,IRVING OILE COMMERCIAL GP,57,IRVING OILE COMMERCIAL GP,"[""fd""]",1,0,0,null,IRVING Oile Commercial G.P.
2183,2024-07-22 14:11:50.384596+00,IRVING IL COMMERCIAL GP,57,IRVING IL COMMERCIAL GP,"[""fd""]",1,0,0,null,IRVING il Commercial G.P.
2184,2024-07-22 14:11:50.384596+00,IRVING IOL COMMERCIAL GP,57,IRVING IOL COMMERCIAL GP,"[""fd""]",2,0,58006.42,null,Irving Iol Commercial GP
1175,2024-07-18 16:51:07.292884+00,DMTI SPATIAL,58,DMTI SPATIAL,"[""bc"",""fd""]",186,0,227204869.9,11198.88,DMTI SPATIAL INC.
2568,2024-07-23 18:42:33.134044+00,DMTI SPATIAL,58,DMTI SPATIAL,"[""bc"",""fd""]",186,0,227204869.9,11198.88,DMTI SPATIAL INC.
1041,2024-07-18 16:36:56.927339+00,SANDOZ CANADA,59,SANDOZ CANADA,"[""bc"",""fd"",""on"",""qc""]",53,66,21587493.23,10600000,Sandoz Canada Inc.
1044,2024-07-18 16:37:55.294578+00,BOSTON CONSULTING GROUP,60,BOSTON CONSULTING GROUP,"[""fd""]",8,0,0,null,BOSTON CONSULTING GROUP
1045,2024-07-18 16:37:55.294578+00,BOSTON CONSULTING GROUP CANADA,60,BOSTON CONSULTING GROUP CANADA,"[""fd""]",4,0,0,null,BOSTON CONSULTING GROUP CANADA ULC
1046,2024-07-18 16:37:55.294578+00,BOSTON CONSULTING,60,BOSTON CONSULTING,"[""bc""]",1,0,0,0,Boston Consulting
1042,2024-07-18 16:37:43.273483+00,CUBIC DEFENSE APPLICATIONS,61,CUBIC DEFENSE APPLICATIONS,"[""fd""]",38,2,186401758.3,null,"CUBIC DEFENSE APPLICATIONS, INC."
1043,2024-07-18 16:37:43.273483+00,CUBIC DEFENCE APPLICATIONS,61,CUBIC DEFENCE APPLICATIONS,"[""fd""]",0,3,0,null,"Cubic Defence Applications, Incorporated"
1047,2024-07-18 16:38:18.757128+00,CUBIC GLOBAL DEFENSE,61,CUBIC GLOBAL DEFENSE,"[""fd""]",1,6,0,null,Cubic Global Defense
1048,2024-07-18 16:38:18.757128+00,CUBIC DEFENSE SYSTEMS,61,CUBIC DEFENSE SYSTEMS,"[""fd""]",0,9,0,null,Cubic Defense Systems Inc.
1049,2024-07-18 16:38:50.762211+00,CUBIC DEFENCE,61,CUBIC DEFENCE,"[""fd""]",0,9,0,null,Cubic Defence
2095,2024-07-22 12:54:20.181358+00,CUBIC SIMULATION SYSTEMS,61,CUBIC SIMULATION SYSTEMS,"[""fd""]",4,0,453060,null,CUBIC SIMULATION SYSTEMS INC
2096,2024-07-22 12:54:20.181358+00,CUBIC FIELD SERVICES CANADA,61,CUBIC FIELD SERVICES CANADA,"[""fd""]",0,8,0,null,Cubic Field Services Canada Ltd
2097,2024-07-22 12:54:20.181358+00,CUBIC TRANSPORTATION SYSTEMS,61,CUBIC TRANSPORTATION SYSTEMS,"[""bc"",""on"",""qc""]",1,7,21535515.6,21535515.6,Cubic Transportation Systems Inc
2098,2024-07-22 12:54:20.181358+00,CUBIC TRANSPORTATION SYSTEMS CANADA,61,CUBIC TRANSPORTATION SYSTEMS CANADA,"[""on""]",0,7,0,null,Cubic Transportation Systems Canada Limited
1104,2024-07-18 16:43:24.17347+00,GENERIC PSPCMANAGE SUPPLIER ACCOUNT,62,GENERIC PSPCMANAGE SUPPLIER ACCOUNT,"[""fd""]",421,0,190780130.5,null,GENERIC PSPC-MANAGE SUPPLIER ACCOUNT
4862,2024-07-30 19:20:17.125052+00,TERROUBI,62,TERROUBI,"[""fd""]",3,0,782715283.8,null,TERROU-BI SA
5638,2024-07-31 20:59:32.738529+00,NO SUPPLIER NAMED,62,NO SUPPLIER NAMED,"[""fd""]",265,0,287973170,null,No supplier named
5639,2024-07-31 20:59:32.738529+00,LOCAL SUPPLIER,62,LOCAL SUPPLIER,"[""fd""]",18,0,1051144.87,null,Local Supplier
5640,2024-07-31 20:59:52.312725+00,NO PRIMARY SUPPLIER SELECTION REQUIRED BY HPRO,62,NO PRIMARY SUPPLIER SELECTION REQUIRED BY HPRO,"[""bc""]",3,0,53200000,53200000,No primary supplier selection required by HPRO
5641,2024-07-31 21:00:32.292605+00,NO SUCCESSFUL SUPPLIER SRFP CANCELLED,62,NO SUCCESSFUL SUPPLIER SRFP CANCELLED,"[""bc""]",1,0,0,0,No successful supplier - SRFP cancelled
1111,2024-07-18 16:45:13.50733+00,AMTEK ENGINEERING SERVICES,63,AMTEK ENGINEERING SERVICES,"[""fd""]",518,0,180583541,null,AMTEK Engineering Services Ltd
1112,2024-07-18 16:45:13.50733+00,AMTEK ENGINEERING SRVICES,63,AMTEK ENGINEERING SRVICES,"[""fd""]",3,0,105970.68,null,Amtek Engineering Srvices Ltd.
1113,2024-07-18 16:45:13.50733+00,NAME AMTEK ENGINEERING SERVICES,63,NAME AMTEK ENGINEERING SERVICES,"[""fd""]",2,0,303189.08,null,Name: AMTEK Engineering Services LTD.
1114,2024-07-18 16:45:13.50733+00,AMTEK ENGINEERING,63,AMTEK ENGINEERING,"[""fd""]",2,0,250419.22,null,AMTEK Engineering
1115,2024-07-18 16:45:13.50733+00,AMTEK ENGINEERING SERICES,63,AMTEK ENGINEERING SERICES,"[""fd""]",1,0,23391,null,Amtek Engineering Serices Inc.
1116,2024-07-18 16:45:13.50733+00,AMTEK ENGINEERING SERVICES LD,63,AMTEK ENGINEERING SERVICES LD,"[""fd""]",1,0,461040,null,AMTEK Engineering Services Ld.
2028,2024-07-22 11:41:43.811888+00,AMTEK,63,AMTEK,"[""fd""]",5,0,930701.75,null,AMTEK
1050,2024-07-18 16:40:09.758933+00,BOEHRINGER INGELHEIM,64,BOEHRINGER INGELHEIM,"[""bc"",""fd"",""mb"",""on"",""pe""]",0,20,0,0,Boehringer Ingelheim
1051,2024-07-18 16:40:09.758933+00,BOEHRINGER INGELHEIM CANADA BOEHRINGER INGELHEIM CANADA,64,BOEHRINGER INGELHEIM CANADA BOEHRINGER INGELHEIM CANADA,"[""fd""]",0,11,0,null,Boehringer Ingelheim (CANADA) Ltd. / Boehringer Ingelheim (CANADA) Ltd.
1052,2024-07-18 16:40:09.758933+00,BOEHRINGER INGELHEIM CANADA,64,BOEHRINGER INGELHEIM CANADA,"[""ab"",""bc"",""fd"",""mb"",""ns"",""on"",""qc"",""sk""]",1,112,6800000,6800000,Boehringer Ingelheim Canada Ltd
1053,2024-07-18 16:40:09.758933+00,BOEHRINGERINGELHEIM CANADA,64,BOEHRINGERINGELHEIM CANADA,"[""bc"",""on"",""pe""]",0,5,0,0,Boehringer-Ingelheim (CANADA)
1054,2024-07-18 16:40:09.758933+00,BOEHRINGERINGLEHEIM,64,BOEHRINGERINGLEHEIM,"[""mb""]",0,1,0,null,Boehringer-Ingleheim
1123,2024-07-18 16:46:32.524273+00,MACK TRUCKS CANADA A DIVISION VGCI,65,MACK TRUCKS CANADA A DIVISION VGCI,"[""fd""]",5,0,4683647,null,"Mack Trucks Canada, a division of VGCI"
1124,2024-07-18 16:46:51.362548+00,MACK DEFENSE,65,MACK DEFENSE,"[""fd""]",22,6,1725355927,null,"Mack Defense, LLC"
1118,2024-07-18 16:45:43.673559+00,CANADIAN BANK NOTE,66,CANADIAN BANK NOTE,"[""fd"",""on""]",56,4,1379860091,null,CANADIAN BANK NOTE CO LTD
1119,2024-07-18 16:45:43.673559+00,CANADIAN BANK NOTE COMPANY,66,CANADIAN BANK NOTE COMPANY,"[""fd"",""on""]",90,29,446835009.9,null,Canadian Bank Note Company Limited
1122,2024-07-18 16:46:03.415525+00,JANSSEN,67,JANSSEN,"[""ab"",""bc"",""fd"",""mb"",""nb"",""ns"",""on"",""pe"",""qc"",""sk"",""yt""]",9,206,839557199,839162800,Janssen Inc.
2185,2024-07-22 14:14:10.591936+00,JANSSEN ORTHO,67,JANSSEN ORTHO,"[""ns"",""on""]",0,2,0,null,Janssen Ortho
2186,2024-07-22 14:14:10.591936+00,JANSSENORTHO,67,JANSSENORTHO,"[""bc"",""fd"",""ns"",""on""]",10,35,1269078.3,0,Janssen-Ortho Inc.
2187,2024-07-22 14:14:10.591936+00,JANNSEN,67,JANNSEN,"[""on""]",0,1,0,null,Jannsen Inc
2188,2024-07-22 14:14:10.591936+00,JANSSEN FORMERLY JANSSEN ORTHO BIOTECH,67,JANSSEN FORMERLY JANSSEN ORTHO BIOTECH,"[""on""]",0,1,0,null,Janssen Inc. (Formerly Janssen Ortho Biotech)
2189,2024-07-22 14:14:10.591936+00,JANSSEN PHARMACEUTICAL COMPANIES,67,JANSSEN PHARMACEUTICAL COMPANIES,"[""on""]",0,1,0,null,Janssen Pharmaceutical Companies
2190,2024-07-22 14:14:10.591936+00,JANSSEN PHARMACEUTICAL COMPANIES JOHNSON JOHNSON,67,JANSSEN PHARMACEUTICAL COMPANIES JOHNSON JOHNSON,"[""bc""]",0,1,0,0,"Janssen, Pharmaceutical Companies Of Johnson & Johnson"
2191,2024-07-22 14:14:10.591936+00,ORTHOCLINICAL DIAGNOSTICS DIVISION JANSSEN,67,ORTHOCLINICAL DIAGNOSTICS DIVISION JANSSEN,"[""fd""]",4,0,445262,null,"Ortho-Clinical Diagnostics, division of Janssen Inc."
2820,2024-07-25 16:29:28.253761+00,L3 COMMUNICATIONS MAS CANADA,69,L3 COMMUNICATIONS MAS CANADA,"[""fd""]",151,0,3573811340,null,L-3 Communications MAS (Canada) Inc.
2821,2024-07-25 16:29:28.253761+00,L3 COMMUNICATIONS CANADA,69,L3 COMMUNICATIONS CANADA,"[""fd""]",2,9,5880130.94,null,L-3 Communications Canada Inc.
2822,2024-07-25 16:29:28.253761+00,L3 MAS COMMUNICATIONS,69,L3 MAS COMMUNICATIONS,"[""fd""]",0,3,0,null,L-3 Mas Communications
2823,2024-07-25 16:29:28.253761+00,L3 COMMUNICATIONS MAS,69,L3 COMMUNICATIONS MAS,"[""fd""]",0,7,0,null,L3 Communications Mas
2824,2024-07-25 16:29:28.253761+00,L3 COMMUNICATIONS CMRO A DIV L3 COMMUNICATIONS MAS CANADA,69,L3 COMMUNICATIONS CMRO A DIV L3 COMMUNICATIONS MAS CANADA,"[""fd""]",3,0,249239,null,"L-3 Communications CMRO, a div. of L-3 Communications MAS (Canada) Inc"
2825,2024-07-25 16:29:28.253761+00,L3 COMMUNICATIONS CMRO A DIVISION L3 COMMUNICATIONS MAS CANADA,69,L3 COMMUNICATIONS CMRO A DIVISION L3 COMMUNICATIONS MAS CANADA,"[""fd""]",14,0,23449442,null,"L-3 Communications CMRO, a division of L-3 Communications MAS (Canada)"
2826,2024-07-25 16:29:28.253761+00,L3 COMMUNICATIONS,69,L3 COMMUNICATIONS,"[""fd""]",104,0,125871003,null,L3 COMMUNICATIONS
2827,2024-07-25 16:29:28.253761+00,L3 COMMUNICATION,69,L3 COMMUNICATION,"[""fd""]",1,0,18178,null,L-3 Communication
2828,2024-07-25 16:29:28.253761+00,L3 COMMUNICATIONS AVIATION,69,L3 COMMUNICATIONS AVIATION,"[""fd""]",5,0,32479,null,L-3 COMMUNICATIONS AVIATION
2829,2024-07-25 16:29:28.253761+00,L3 COMMUNICATIONS CYTERRA,69,L3 COMMUNICATIONS CYTERRA,"[""fd""]",1,0,28316,null,L-3 Communications CyTerra Corporation
2836,2024-07-25 16:31:44.436526+00,L3 COMMUNICATIONS FL,69,L3 COMMUNICATIONS FL,"[""fd""]",2,0,0,null,L3 COMMUNICATIONS - FL
2837,2024-07-25 16:31:44.436526+00,L3 COMMUNICATIONS CMRO,69,L3 COMMUNICATIONS CMRO,"[""fd""]",1,0,10751,null,L-3 COMMUNICATIONS CMRO
2838,2024-07-25 16:31:44.436526+00,L3 COMMUNICATIONS EOIR,69,L3 COMMUNICATIONS EOIR,"[""fd""]",10,0,1840802.69,null,"L3 Communications EO/IR, Inc."
